"player_name","first_name_punc","last_name_punc","first_name_lower","last_name_lower","last_name_suffix","bbref_link","bbref_id","first_season","last_season","espn_link","espn_number","espn_id","first_year_in_school","last_year_in_school","school_1_name","school_1_id","school_2_name","school_2_id","sport_ref_id","school_3_name","school_3_id"
"Donnell Harvey","Donnell","Harvey","donnell","harvey",NA,"h/harvedo01","harvedo01",2005,2005,"316/donnell-harvey",316,"donnell-harvey",NA,NA,NA,"florida",NA,NA,"donnell-harvey-1",NA,NA
"Donta Smith","Donta","Smith","donta","smith",NA,"s/smithdo04","smithdo04",2005,2006,"2409/donta-smith",2409,"donta-smith",2003,2004,"Southeastern Illinois College","seillinois",NA,NA,NA,NA,NA
"Donyell Marshall","Donyell","Marshall","donyell","marshall",NA,"m/marshdo01","marshdo01",2005,2009,"512/donyell-marshall",512,"donyell-marshall",NA,NA,NA,"connecticut",NA,NA,"donyell-marshall-1",NA,NA
"Dorell Wright","Dorell","Wright","dorell","wright",NA,"w/wrighdo01","wrighdo01",2005,2015,"2423/dorell-wright",2423,"dorell-wright",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doug Christie","Doug","Christie","doug","christie",NA,"c/chrisdo01","chrisdo01",2005,2007,"147/doug-christie",147,"doug-christie",NA,NA,NA,"pepperdine",NA,NA,"doug-christie-1",NA,NA
"Drew Gooden","Drew","Gooden","drew","gooden",NA,"g/goodedr01","goodedr01",2005,2016,"1711/drew-gooden",1711,"drew-gooden",NA,NA,NA,"kansas",NA,NA,"drew-gooden-1",NA,NA
"Dwight Howard","Dwight","Howard","dwight","howard",NA,"h/howardw01","howardw01",2005,2019,"2384/dwight-howard",2384,"dwight-howard",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwyane Wade","Dwyane","Wade","dwyane","wade",NA,"w/wadedw01","wadedw01",2005,2019,"1987/dwyane-wade",1987,"dwyane-wade",NA,NA,NA,"marquette",NA,NA,"dwyane-wade-1",NA,NA
"Earl Boykins","Earl","Boykins","earl","boykins",NA,"b/boykiea01","boykiea01",2005,2012,"87/earl-boykins",87,"earl-boykins",NA,NA,NA,"eastern-michigan",NA,NA,"earl-boykins-1",NA,NA
"Earl Watson","Earl","Watson","earl","watson",NA,"w/watsoea01","watsoea01",2005,2014,"1027/earl-watson",1027,"earl-watson",NA,NA,"UCLA",NA,NA,NA,"earl-watson-1",NA,NA
"Eddie Gill","Eddie","Gill","eddie","gill",NA,"g/gilled01","gilled01",2005,2009,"270/eddie-gill",270,"eddie-gill",NA,NA,NA,"weber-state",NA,NA,"eddie-gill-1",NA,NA
"Eddie Griffin","Eddie","Griffin","eddie","griffin",NA,"g/griffed01","griffed01",2005,2007,"997/eddie-griffin",997,"eddie-griffin",NA,NA,NA,"seton-hall",NA,NA,"eddie-griffin-1",NA,NA
"Eddie House","Eddie","House","eddie","house",NA,"h/houseed01","houseed01",2005,2011,"348/eddie-house",348,"eddie-house",NA,NA,NA,"arizona-state",NA,NA,"eddie-house-1",NA,NA
"Eddie Jones","Eddie","Jones","eddie","jones",NA,"j/jonesed02","jonesed02",2005,2008,"402/eddie-jones",402,"eddie-jones",NA,NA,NA,"temple",NA,NA,"eddie-jones-1",NA,NA
"Eddy Curry","Eddy","Curry","eddy","curry",NA,"c/curryed01","curryed01",2005,2013,"990/eddy-curry",990,"eddy-curry",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eduardo Najera","Eduardo","Najera","eduardo","najera",NA,"n/najered01","najered01",2005,2012,"591/eduardo-najera",591,"eduardo-najera",NA,NA,NA,"oklahoma",NA,NA,"eduardo-najera-1",NA,NA
"Elden Campbell","Elden","Campbell","elden","campbell",NA,"c/campbel01","campbel01",2005,2005,"127/elden-campbell",127,"elden-campbell",NA,NA,NA,"clemson",NA,NA,"elden-campbell-1",NA,NA
"Elton Brand","Elton","Brand","elton","brand",NA,"b/brandel01","brandel01",2005,2016,"91/elton-brand",91,"elton-brand",NA,NA,NA,"duke",NA,NA,"elton-brand-1",NA,NA
"Emeka Okafor","Emeka","Okafor","emeka","okafor",NA,"o/okafoem01","okafoem01",2005,2018,"2399/emeka-okafor",2399,"emeka-okafor",NA,NA,NA,"connecticut",NA,NA,"emeka-okafor-1",NA,NA
"Eric Piatkowski","Eric","Piatkowski","eric","piatkowski",NA,"p/piatker01","piatker01",2005,2008,"660/eric-piatkowski",660,"eric-piatkowski",NA,NA,NA,"nebraska",NA,NA,"eric-piatkowski-1",NA,NA
"Eric Snow","Eric","Snow","eric","snow",NA,"s/snower01","snower01",2005,2008,"796/eric-snow",796,"eric-snow",NA,NA,NA,"michigan-state",NA,NA,"eric-snow-1",NA,NA
"Eric Williams","Eric","Williams","eric","williams",NA,"w/willier01","willier01",2005,2007,"929/eric-williams",929,"eric-williams",NA,NA,"Providence",NA,NA,NA,"eric-williams-1",NA,NA
"Erick Dampier","Erick","Dampier","erick","dampier",NA,"d/dampier01","dampier01",2005,2012,"181/erick-dampier",181,"erick-dampier",NA,NA,NA,"mississippi-state",NA,NA,"erick-dampier-1",NA,NA
"Erick Strickland","Erick","Strickland","erick","strickland",NA,"s/stricer01","stricer01",2005,2005,"820/erick-strickland",820,"erick-strickland",NA,NA,NA,"nebraska",NA,NA,"erick-strickland-1",NA,NA
"Erik Daniels","Erik","Daniels","erik","daniels",NA,"d/danieer01","danieer01",2005,2005,"2499/erik-daniels",2499,"erik-daniels",NA,NA,NA,"kentucky",NA,NA,"erik-daniels-1",NA,NA
"Ervin Johnson","Ervin","Johnson","ervin","johnson",NA,"j/johnser02","johnser02",2005,2006,"393/ervin-johnson",393,"ervin-johnson",NA,NA,NA,"new-orleans",NA,NA,"ervin-johnson-1",NA,NA
"Etan Thomas","Etan","Thomas","etan","thomas",NA,"t/thomaet01","thomaet01",2005,2011,"851/etan-thomas",851,"etan-thomas",NA,NA,NA,"syracuse",NA,NA,"etan-thomas-1",NA,NA
"Francisco Elson","Francisco","Elson","francisco","elson",NA,"e/elsonfr01","elsonfr01",2005,2012,"234/francisco-elson",234,"francisco-elson",NA,NA,"University of California",NA,NA,NA,"francisco-elson-1",NA,NA
"Frank Williams","Frank","Williams","frank","williams",NA,"w/willifr02","willifr02",2005,2005,"1732/frank-williams",1732,"frank-williams",NA,NA,"Illinois",NA,NA,NA,"frank-williams-1",NA,NA
"Fred Hoiberg","Fred","Hoiberg","fred","hoiberg",NA,"h/hoibefr01","hoibefr01",2005,2005,"339/fred-hoiberg",339,"fred-hoiberg",NA,NA,NA,"iowa-state",NA,NA,"fred-hoiberg-1",NA,NA
"Fred Jones","Fred","Jones","fred","jones",NA,"j/jonesfr01","jonesfr01",2005,2009,"1718/fred-jones",1718,"fred-jones",NA,NA,NA,"oregon",NA,NA,"fred-jones-1",NA,NA
"Gary Payton","Gary","Payton","gary","payton",NA,"p/paytoga01","paytoga01",2005,2007,"640/gary-payton",640,"gary-payton",NA,NA,NA,"oregon-state",NA,NA,"gary-payton-1",NA,NA
"Gary Payton","Gary","Payton","gary","payton",NA,"p/paytoga02","paytoga02",2017,2019,"3134903/gary-payton-ii",3134903,"gary-payton-ii",NA,NA,NA,"oregon-state",NA,NA,"gary-payton-2",NA,NA
"Geno Carlisle","Geno","Carlisle","geno","carlisle",NA,"c/carlige01","carlige01",2005,2005,"2498/geno-carlisle",2498,"geno-carlisle",NA,NA,NA,"northwestern","University","california","geno-carlisle-1",NA,NA
"George Lynch","George","Lynch","george","lynch",NA,"l/lynchge01","lynchge01",2005,2005,"491/george-lynch",491,"george-lynch",NA,NA,NA,"north-carolina",NA,NA,"george-lynch-1",NA,NA
"Gerald Wallace","Gerald","Wallace","gerald","wallace",NA,"w/wallage01","wallage01",2005,2015,"1026/gerald-wallace",1026,"gerald-wallace",NA,NA,NA,"alabama",NA,NA,"gerald-wallace-1",NA,NA
"Gilbert Arenas","Gilbert","Arenas","gilbert","arenas",NA,"a/arenagi01","arenagi01",2005,2012,"974/gilbert-arenas",974,"gilbert-arenas",NA,NA,NA,"arizona",NA,NA,"gilbert-arenas-1",NA,NA
"Glenn Robinson","Glenn","Robinson","glenn","robinson",NA,"r/robingl01","robingl01",2005,2005,"717/glenn-robinson",717,"glenn-robinson",NA,NA,NA,"purdue",NA,NA,"glenn-robinson-1",NA,NA
"Glenn Robinson","Glenn","Robinson","glenn","robinson",NA,"r/robingl02","robingl02",2015,2019,"2991039/glenn-robinson-iii",2991039,"glenn-robinson-iii",NA,NA,NA,"michigan",NA,NA,"glenn-robinson-2",NA,NA
"Gordan Giricek","Gordan","Giricek","gordan","giricek",NA,"g/giricgo01","giricgo01",2005,2008,"273/gordan-giricek",273,"gordan-giricek",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grant Hill","Grant","Hill","grant","hill",NA,"h/hillgr01","hillgr01",2005,2013,"336/grant-hill",336,"grant-hill",NA,NA,NA,"duke",NA,NA,"grant-hill-1",NA,NA
"Greg Buckner","Greg","Buckner","greg","buckner",NA,"b/buckngr01","buckngr01",2005,2009,"111/greg-buckner",111,"greg-buckner",NA,NA,NA,"clemson",NA,NA,"greg-buckner-1",NA,NA
"Greg Ostertag","Greg","Ostertag","greg","ostertag",NA,"o/ostergr01","ostergr01",2005,2006,"622/greg-ostertag",622,"greg-ostertag",NA,NA,NA,"kansas",NA,NA,"greg-ostertag-1",NA,NA
"Hedo Turkoglu","Hedo","Turkoglu","hedo","turkoglu",NA,"t/turkohe01","turkohe01",2005,2015,"862/hedo-turkoglu",862,"hedo-turkoglu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Horace Jenkins","Horace","Jenkins","horace","jenkins",NA,"j/jenkiho01","jenkiho01",2005,2005,"2453/horace-jenkins",2453,"horace-jenkins",1999,2001,"William Paterson","wpaterson",NA,NA,NA,NA,NA
"Howard Eisley","Howard","Eisley","howard","eisley",NA,"e/eisleho01","eisleho01",2005,2006,"220/howard-eisley",220,"howard-eisley",NA,NA,NA,"boston-college",NA,NA,"howard-eisley-1",NA,NA
"Ira Newble","Ira","Newble","ira","newble",NA,"n/newblir01","newblir01",2005,2008,"601/ira-newble",601,"ira-newble",NA,NA,NA,"miami-oh",NA,NA,"ira-newble-1",NA,NA
"J.R. Smith","J.R.","Smith","jr","smith",NA,"s/smithjr01","smithjr01",2005,2019,"2444/jr-smith",2444,"jr-smith",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jabari Smith","Jabari","Smith","jabari","smith",NA,"s/smithja01","smithja01",2005,2005,"793/jabari-smith",793,"jabari-smith",NA,NA,NA,"louisiana-state",NA,NA,"jabari-smith-1",NA,NA
"Jackie Butler","Jackie","Butler","jackie","butler",NA,"b/butleja01","butleja01",2005,2007,"2508/jackie-butler",2508,"jackie-butler",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson Vroman","Jackson","Vroman","jackson","vroman",NA,"v/vromaja01","vromaja01",2005,2006,"2449/jackson-vroman",2449,"jackson-vroman",NA,NA,NA,"iowa-state",NA,NA,"jackson-vroman-1",NA,NA
"Jacque Vaughn","Jacque","Vaughn","jacque","vaughn",NA,"v/vaughja01","vaughja01",2005,2009,"874/jacque-vaughn",874,"jacque-vaughn",NA,NA,NA,"kansas",NA,NA,"jacque-vaughn-1",NA,NA
"Jahidi White","Jahidi","White","jahidi","white",NA,"w/whiteja01","whiteja01",2005,2005,"911/jahidi-white",911,"jahidi-white",NA,NA,NA,"georgetown",NA,NA,"jahidi-white-1",NA,NA
"Jake Tsakalidis","Jake","Tsakalidis","jake","tsakalidis",NA,"t/tsakaja01","tsakaja01",2005,2007,"860/jake-tsakalidis",860,"jake-tsakalidis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jake Voskuhl","Jake","Voskuhl","jake","voskuhl",NA,"v/voskuja01","voskuja01",2005,2009,"879/jake-voskuhl",879,"jake-voskuhl",NA,NA,NA,"connecticut",NA,NA,"jake-voskuhl-1",NA,NA
"Jalen Rose","Jalen","Rose","jalen","rose",NA,"r/roseja01","roseja01",2005,2007,"738/jalen-rose",738,"jalen-rose",NA,NA,NA,"michigan",NA,NA,"jalen-rose-1",NA,NA
"Jamaal Magloire","Jamaal","Magloire","jamaal","magloire",NA,"m/magloja01","magloja01",2005,2012,"498/jamaal-magloire",498,"jamaal-magloire",NA,NA,NA,"kentucky",NA,NA,"jamaal-magloire-1",NA,NA
"Jamaal Tinsley","Jamaal","Tinsley","jamaal","tinsley",NA,"t/tinslja01","tinslja01",2005,2014,"1024/jamaal-tinsley",1024,"jamaal-tinsley",NA,NA,NA,"iowa-state",NA,NA,"jamaal-tinsley-1",NA,NA
"Jamal Crawford","Jamal","Crawford","jamal","crawford",NA,"c/crawfja01","crawfja01",2005,2019,"165/jamal-crawford",165,"jamal-crawford",NA,NA,NA,"michigan",NA,NA,"jamal-crawford-1",NA,NA
"Jamal Sampson","Jamal","Sampson","jamal","sampson",NA,"s/sampsja01","sampsja01",2005,2007,"1780/jamal-sampson",1780,"jamal-sampson",NA,NA,"University of California",NA,NA,NA,"jamal-sampson-1",NA,NA
"Jameer Nelson","Jameer","Nelson","jameer","nelson",NA,"n/nelsoja01","nelsoja01",2005,2018,"2439/jameer-nelson",2439,"jameer-nelson",NA,NA,"Saint Joseph","saint-josephs",NA,NA,"jameer-nelson-1",NA,NA
"James Jones","James","Jones","james","jones",NA,"j/jonesja02","jonesja02",2005,2017,"2009/james-jones",2009,"james-jones",NA,NA,NA,"miami-fl",NA,NA,"james-jones-1",NA,NA
"James Posey","James","Posey","james","posey",NA,"p/poseyja01","poseyja01",2005,2011,"671/james-posey",671,"james-posey",NA,NA,NA,"xavier",NA,NA,"james-posey-1",NA,NA
"James Thomas","James","Thomas","james","thomas",NA,"t/thomaja02","thomaja02",2005,2006,"2520/james-thomas",2520,"james-thomas",NA,NA,"Texas",NA,NA,NA,"james-thomas-1",NA,NA
"Jamison Brewer","Jamison","Brewer","jamison","brewer",NA,"b/breweja01","breweja01",2005,2005,"980/jamison-brewer",980,"jamison-brewer",NA,NA,NA,"auburn",NA,NA,"jamison-brewer-1",NA,NA
"Jannero Pargo","Jannero","Pargo","jannero","pargo",NA,"p/pargoja01","pargoja01",2005,2015,"1821/jannero-pargo",1821,"jannero-pargo",NA,NA,NA,"arkansas",NA,NA,"jannero-pargo-1",NA,NA
"Jared Jeffries","Jared","Jeffries","jared","jeffries",NA,"j/jeffrja01","jeffrja01",2005,2013,"1717/jared-jeffries",1717,"jared-jeffries",NA,NA,NA,"indiana",NA,NA,"jared-jeffries-1",NA,NA
"Jared Reiner","Jared","Reiner","jared","reiner",NA,"r/reineja01","reineja01",2005,2007,"2466/jared-reiner",2466,"jared-reiner",NA,NA,NA,"iowa",NA,NA,"jared-reiner-1",NA,NA
"Jarron Collins","Jarron","Collins","jarron","collins",NA,"c/collija03","collija03",2005,2011,"988/jarron-collins",988,"jarron-collins",NA,NA,NA,"stanford",NA,NA,"jarron-collins-1",NA,NA
"Jarvis Hayes","Jarvis","Hayes","jarvis","hayes",NA,"h/hayesja01","hayesja01",2005,2010,"1980/jarvis-hayes",1980,"jarvis-hayes",NA,NA,NA,"western-carolina","Georgia","georgia","jarvis-hayes-1",NA,NA
"Jason Collier","Jason","Collier","jason","collier",NA,"c/collija02","collija02",2005,2005,"161/jason-collier",161,"jason-collier",NA,NA,NA,"indiana","Georgia","georgia-tech","jason-collier-1",NA,NA
"Jason Collins","Jason","Collins","jason","collins",NA,"c/collija04","collija04",2005,2014,"987/jason-collins",987,"jason-collins",NA,NA,NA,"stanford",NA,NA,"jason-collins-1",NA,NA
"Jason Hart","Jason","Hart","jason","hart",NA,"h/hartja01","hartja01",2005,2010,"312/jason-hart",312,"jason-hart",NA,NA,NA,"syracuse",NA,NA,"jason-hart-1",NA,NA
"Jason Kapono","Jason","Kapono","jason","kapono",NA,"k/kaponja01","kaponja01",2005,2012,"2010/jason-kapono",2010,"jason-kapono",NA,NA,"UCLA",NA,NA,NA,"jason-kapono-1",NA,NA
"Jason Kidd","Jason","Kidd","jason","kidd",NA,"k/kiddja01","kiddja01",2005,2013,"429/jason-kidd",429,"jason-kidd",NA,NA,"University of California",NA,NA,NA,"jason-kidd-1",NA,NA
"Jason Richardson","Jason","Richardson","jason","richardson",NA,"r/richaja01","richaja01",2005,2015,"1018/jason-richardson",1018,"jason-richardson",NA,NA,NA,"michigan-state",NA,NA,"jason-richardson-1",NA,NA
"Jason Terry","Jason","Terry","jason","terry",NA,"t/terryja01","terryja01",2005,2018,"841/jason-terry",841,"jason-terry",NA,NA,NA,"arizona",NA,NA,"jason-terry-1",NA,NA
"Jason Williams","Jason","Williams","jason","williams",NA,"w/willija02","willija02",2005,2011,"933/jason-williams",933,"jason-williams",NA,NA,NA,"marshall","Florida","florida","jason-williams-1",NA,NA
"Jeff Foster","Jeff","Foster","jeff","foster",NA,"f/fosteje01","fosteje01",2005,2012,"250/jeff-foster",250,"jeff-foster",NA,NA,NA,"texas-state",NA,NA,"jeff-foster-1",NA,NA
"Jeff McInnis","Jeff","McInnis","jeff","mcinnis",NA,"m/mcinnje01","mcinnje01",2005,2008,"535/jeff-mcinnis",535,"jeff-mcinnis",NA,NA,NA,"north-carolina",NA,NA,"jeff-mcinnis-1",NA,NA
"Jelani McCoy","Jelani","McCoy","jelani","mccoy",NA,"m/mccoyje01","mccoyje01",2005,2008,"525/jelani-mccoy",525,"jelani-mccoy",NA,NA,"UCLA",NA,NA,NA,"jelani-mccoy-1",NA,NA
"Jermaine Jackson","Jermaine","Jackson","jermaine","jackson",NA,"j/jacksje01","jacksje01",2005,2006,"380/jermaine-jackson",380,"jermaine-jackson",NA,NA,NA,"detroit-mercy",NA,NA,"jermaine-jackson-1",NA,NA
"Jermaine O'Neal","Jermaine","O'Neal","jermaine","oneal",NA,"o/onealje01","onealje01",2005,2014,"615/jermaine-o'neal",615,"jermaine-o'neal",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jerome James","Jerome","James","jerome","james",NA,"j/jamesje01","jamesje01",2005,2009,"383/jerome-james",383,"jerome-james",NA,NA,"Florida A","florida-am",NA,NA,"jerome-james-1",NA,NA
"Jerome Moiso","Jerome","Moiso","jerome","moiso",NA,"m/moisoje01","moisoje01",2005,2005,"570/jerome-moiso",570,"jerome-moiso",NA,NA,"UCLA",NA,NA,NA,"jerome-moiso-1",NA,NA
"Jerome Williams","Jerome","Williams","jerome","williams",NA,"w/willije01","willije01",2005,2005,"930/jerome-williams",930,"jerome-williams",NA,NA,NA,"georgetown",NA,NA,"jerome-williams-1",NA,NA
"Jerry Stackhouse","Jerry","Stackhouse","jerry","stackhouse",NA,"s/stackje01","stackje01",2005,2013,"802/jerry-stackhouse",802,"jerry-stackhouse",NA,NA,NA,"north-carolina",NA,NA,"jerry-stackhouse-1",NA,NA
"Jim Jackson","Jim","Jackson","jim","jackson",NA,"j/jacksji01","jacksji01",2005,2006,"372/jim-jackson",372,"jim-jackson",NA,NA,NA,"ohio-state",NA,NA,"jim-jackson-1",NA,NA
"Jiri Welsch","Jiri","Welsch","jiri","welsch",NA,"w/welscji01","welscji01",2005,2006,"1730/jiri-welsch",1730,"jiri-welsch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joe Johnson","Joe","Johnson","joe","johnson",NA,"j/johnsjo02","johnsjo02",2005,2018,"1007/joe-johnson",1007,"joe-johnson",NA,NA,NA,"arkansas",NA,NA,"joe-johnson-1",NA,NA
"Joe Smith","Joe","Smith","joe","smith",NA,"s/smithjo02","smithjo02",2005,2011,"788/joe-smith",788,"joe-smith",NA,NA,NA,"maryland",NA,NA,"joe-smith-1",NA,NA
"Joel Przybilla","Joel","Przybilla","joel","przybilla",NA,"p/przybjo01","przybjo01",2005,2013,"682/joel-przybilla",682,"joel-przybilla",NA,NA,NA,"minnesota",NA,NA,"joel-przybilla-1",NA,NA
"John Edwards","John","Edwards","john","edwards",NA,"e/edwarjo01","edwarjo01",2005,2006,"2458/john-edwards",2458,"john-edwards",NA,NA,NA,"kent-state",NA,NA,"john-edwards-1",NA,NA
"John Salmons","John","Salmons","john","salmons",NA,"s/salmojo01","salmojo01",2005,2015,"1726/john-salmons",1726,"john-salmons",NA,NA,NA,"miami-fl",NA,NA,"john-salmons-1",NA,NA
"John Thomas","John","Thomas","john","thomas",NA,"t/thomajo02","thomajo02",2005,2006,"848/john-thomas",848,"john-thomas",NA,NA,NA,"minnesota",NA,NA,"john-thomas-1",NA,NA
"Jon Barry","Jon","Barry","jon","barry",NA,"b/barryjo01","barryjo01",2005,2006,"41/jon-barry",41,"jon-barry",NA,NA,"Pacific",NA,"Georgia","georgia-tech","jon-barry-1",NA,NA
"Jonathan Bender","Jonathan","Bender","jonathan","bender",NA,"b/bendejo01","bendejo01",2005,2010,"50/jonathan-bender",50,"jonathan-bender",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Josh Childress","Josh","Childress","josh","childress",NA,"c/childjo01","childjo01",2005,2014,"2373/josh-childress",2373,"josh-childress",NA,NA,NA,"stanford",NA,NA,"josh-childress-1",NA,NA
"Josh Davis","Josh","Davis","josh","davis",NA,"d/davisjo02","davisjo02",2005,2012,"2212/josh-davis",2212,"josh-davis",NA,NA,NA,"wyoming",NA,NA,"josh-davis-1",NA,NA
"Josh Howard","Josh","Howard","josh","howard",NA,"h/howarjo01","howarjo01",2005,2013,"2006/josh-howard",2006,"josh-howard",NA,NA,NA,"wake-forest",NA,NA,"josh-howard-1",NA,NA
"Josh Smith","Josh","Smith","josh","smith",NA,"s/smithjo03","smithjo03",2005,2018,"2411/josh-smith",2411,"josh-smith",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juan Dixon","Juan","Dixon","juan","dixon",NA,"d/dixonju01","dixonju01",2005,2009,"1707/juan-dixon",1707,"juan-dixon",NA,NA,NA,"maryland",NA,NA,"juan-dixon-1",NA,NA
"Jumaine Jones","Jumaine","Jones","jumaine","jones",NA,"j/jonesju01","jonesju01",2005,2007,"407/jumaine-jones",407,"jumaine-jones",NA,NA,NA,"georgia",NA,NA,"jumaine-jones-1",NA,NA
"Junior Harrington","Junior","Harrington","junior","harrington",NA,"h/harriju01","harriju01",2005,2007,"1816/junior-harrington",1816,"junior-harrington",1999,2002,"Wingate","wingate",NA,NA,NA,NA,NA
"Justin Reed","Justin","Reed","justin","reed",NA,"r/reedju01","reedju01",2005,2007,"2404/justin-reed",2404,"justin-reed",NA,NA,NA,"mississippi",NA,NA,"justin-reed-1",NA,NA
"Juwan Howard","Juwan","Howard","juwan","howard",NA,"h/howarju01","howarju01",2005,2013,"351/juwan-howard",351,"juwan-howard",NA,NA,NA,"michigan",NA,NA,"juwan-howard-1",NA,NA
"Kaniel Dickens","Kaniel","Dickens","kaniel","dickens",NA,"d/dickeka01","dickeka01",2005,2008,"202/kaniel-dickens",202,"kaniel-dickens",1999,NA,"Idaho","idaho",NA,NA,"kaniel-dickens-1",NA,NA
"Kareem Rush","Kareem","Rush","kareem","rush",NA,"r/rushka01","rushka01",2005,2010,"1725/kareem-rush",1725,"kareem-rush",NA,NA,NA,"missouri",NA,NA,"kareem-rush-1",NA,NA
"Kedrick Brown","Kedrick","Brown","kedrick","brown",NA,"b/brownke01","brownke01",2005,2005,"982/kedrick-brown",982,"kedrick-brown",2000,2001,"Okaloosa-Walton Community College","okalwaltcc",NA,NA,NA,NA,NA
"Keith Bogans","Keith","Bogans","keith","bogans",NA,"b/boganke01","boganke01",2005,2014,"1995/keith-bogans",1995,"keith-bogans",NA,NA,NA,"kentucky",NA,NA,"keith-bogans-1",NA,NA
"Keith McLeod","Keith","McLeod","keith","mcleod",NA,"m/mcleoke01","mcleoke01",2005,2007,"2522/keith-mcleod",2522,"keith-mcleod",NA,NA,NA,"bowling-green-state",NA,NA,"keith-mcleod-1",NA,NA
"Keith Van Horn","Keith","Van Horn","keith","van horn",NA,"v/vanhoke01","vanhoke01",2005,2006,"869/keith-van-horn",869,"keith-van-horn",NA,NA,NA,"utah",NA,NA,"keith-van-horn-1",NA,NA
"Kelvin Cato","Kelvin","Cato","kelvin","cato",NA,"c/catoke01","catoke01",2005,2007,"139/kelvin-cato",139,"kelvin-cato",NA,NA,NA,"south-alabama","Iowa","iowa-state","kelvin-cato-1",NA,NA
"Kendall Gill","Kendall","Gill","kendall","gill",NA,"g/gillke01","gillke01",2005,2005,"269/kendall-gill",269,"kendall-gill",NA,NA,"Illinois",NA,NA,NA,"kendall-gill-1",NA,NA
"Kendrick Perkins","Kendrick","Perkins","kendrick","perkins",NA,"p/perkike01","perkike01",2005,2018,"2018/kendrick-perkins",2018,"kendrick-perkins",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenny Anderson","Kenny","Anderson","kenny","anderson",NA,"a/anderke01","anderke01",2005,2005,"15/kenny-anderson",15,"kenny-anderson",NA,NA,"Georgia Tech","georgia-tech",NA,NA,"kenny-anderson-1",NA,NA
"Kenny Thomas","Kenny","Thomas","kenny","thomas",NA,"t/thomake01","thomake01",2005,2010,"849/kenny-thomas",849,"kenny-thomas",NA,NA,NA,"new-mexico",NA,NA,"kenny-thomas-1",NA,NA
"Kenyon Martin","Kenyon","Martin","kenyon","martin",NA,"m/martike01","martike01",2005,2015,"515/kenyon-martin",515,"kenyon-martin",NA,NA,NA,"cincinnati",NA,NA,"kenyon-martin-1",NA,NA
"Kerry Kittles","Kerry","Kittles","kerry","kittles",NA,"k/kittlke01","kittlke01",2005,2005,"437/kerry-kittles",437,"kerry-kittles",NA,NA,NA,"villanova",NA,NA,"kerry-kittles-1",NA,NA
